,text,annotations,language,created_at,month,day,source
3313,#青年战疫#【珍惜身边人 相信 #爱不隔离# 会创造奇迹】疫情期间的每一条消息，都牵挂着我们的心，给彼此更多爱的鼓励，终会迎来胜利的曙光。原创音乐《珍惜》正式上线，让我们与 @许魏洲ZZ  一起为奋战在一线的劳动者们加油！@共青团中央 @酷我音乐  作词@崔恕   作曲@赵佳霖MUSIC 戳链接听： ...全文,,cn,9小时前,3,3,weibo
3314,#肖战#  水军又开始洗地控评了，各位看到那种清一色的脑残言论不要生气，只要点一点就会发现，都是关注后才可以评论，都是水军。这些水军惹人生气是专业的，毕竟这是他们吃饭的本事。气得想去骂人的时候就这么想：我们只是疫情隔离在家顺手帮糊添砖加瓦，水军发的每一条可都是团队的真金白银啊 ,,cn,4小时前,3,3,weibo
3315,#新型冠状病毒感染肺炎# 【欧洲新冠肺炎病例数继续上升 #乌克兰首现确诊病例#】3日，欧洲多国新冠肺炎病例数继续呈上升趋势。乌克兰报告首例确诊病例，西班牙首次确认新冠肺炎死亡病例，意大利累计确诊病例超过2500例。此外，德国、英国、法国、荷兰、比利时、丹麦等国病例数继续增长。　　乌克兰卫生 ...全文,,cn,2小时前,3,4,weibo
3316,塔吉克斯坦政府民航局致函各国航空公司，宣布取消35国公民入境禁令。这封新的信件指出，“为了预防新冠毒蔓延 ... 建议停止向从中国、伊朗、阿富汗、韩国和意大利前往塔吉克斯坦的人员航空售票。” ... 来自这些国家的旅客无论何种情况都必须进行14天的检疫隔离。 ,,cn,9小时前,3,3,weibo
3317,#抗击新型肺炎我们在行动# 【期待更多的方舱关门大吉】3月1日下午2点15分，武汉市硚口武体方舱医院34名患者痊愈出院！他们将转运到隔离点进行14天隔离后再回家。这是硚口武体方舱最后一批出院的患者。其他76名患者将进行转诊处理，转诊完毕后，硚口武体方舱医院将进行“休舱”处理，不再接收患者。 ,,cn,5小时前,3,3,weibo
3318,#宠物卖萌中心# 你们的🐶界F4回来啦咚仔的毛变成锡纸烫了 脖子毛太长了，在老家比较潮湿，长了痱子似的宠物医生给剃了…现在脖子后面没毛！太惨了！！呜呜！幸好正面还是很帅！暂时和妹妹隔离妹妹在房间里可想出去了😂 ,,cn,23小时前,3,3,weibo
3319,许魏洲超话饭制视频。#爱不隔离# 特殊时期，让我们懂得《珍惜》。武汉必胜，中国必胜！爱定会创造奇迹，时光见证伟大，历史铭记每一个普通人，你们都是英雄。@许魏洲ZZ @中国青年报 可爱的桃心的微博视频 ,,cn,3小时前,3,4,weibo
3320,所以新疆的无差别隔离什么时候结束！！！！我天天在家写稿子写的要吐了！！每天都在水深火热中挣扎 要不就是被写手气死 要不就是被稿子难死 要么就是被我的新辅导员折磨死 我真的超级想告诉他 我在姥姥家 卧室小的要死 我姥姥每天作天作地作空气 家里乱的要死 我还要写论文 我真的没时间keep打卡 每次 ...全文,,cn,昨天 13:50,3,3,weibo
3321,#许魏洲珍惜# xwz#爱不隔离# 希望自己懂得珍惜也希望自己懂得什么人值得珍惜洲帝二十膳食 打榜升级一站搞定我们珍惜许魏洲就不能珍惜来路不明的ID了不过我们会非常珍惜老白粥的和她的小豪哒@许魏洲ZZ 😘 ,,cn,11小时前,3,3,weibo
3322,#女子非法潜入医院隔离病房偷窃# 3月2日晚，社会人员杨某（女，22岁，无业）非法潜入广州市第八人民医院，偷窃住院患者手机1部后离开医院。目前，杨某在市八院隔离留观。一看这个小偷就是没看过《方方日记》 ，去殡仪馆捡手机多好，一地手机，想要哪个捡哪个，何苦要冒险去医院偷…… ,,cn,7小时前,3,3,weibo
3323,闵行铲超话所有中外人员，凡是在进入上海之日前14天内，有过韩国、意大利、伊朗、日本等国家旅行或居住史的，一律实施居家或集中隔离健康观察，也就是一律隔离14天。这个办法好。不论国籍，论14天之内。就怕有些人不如实申报。可以对不如实申报，后被确诊，造成影响的，刑法处理。所有其本人 ...全文,,cn,3小时前,3,4,weibo
3324,.....所以2020開年至今最慘的，應該就是躺在四川隔离病房里遭遇地震且满仓持股的武汉籍科比粉丝，老家在湖南开养鸡场，多年凹三忠實用戶，二次元追小英雄三次元站肖戰cpf，剛復工上班第一天就碰上一大波開票潮的OLAY旗艦店客服.......…不行太慘了臥說不下去了 ...全文,,cn,2小时前,3,4,weibo
3325,新疆无差别隔离，嗯，也不做任何官方通知。一刀切，然后我们微博上发声，好的超话直接被删了可真棒。 疫情就像放大镜，这次疫情让你看到了什么？ ,,cn,13小时前,3,3,weibo
3326,懒政 一刀切 无差别隔离 不考虑防疫经济性 要稳定不要发展 四个十四天 控评武汉加油！新疆加油！中国加油！ 石河子 ,,cn,6小时前,3,3,weibo
3327,让我看到了新疆无差别隔离和懒政  网页链接 ,,cn,6小时前,3,3,weibo
3328,#海外抗疫日记##韩国疫情##韩国# 隔离日记Day4 一日三餐 韩国·清州市 妈耶竞走十年了的微博视频 ,,cn,昨天 10:50,3,3,weibo
3329,#中大分享# 【病毒会随着空气飘进屋子？居家通风小课堂来啦】疫情当前，勤开窗通风，保持室内空气流动，是重要的防护手段。但病毒会不会随着空气飘进屋子？如果邻居在家中隔离，还能不能开窗通风？住在医院附近怎么办？戳视频给你解答！新华网的秒拍视频 via.新华网 ,,cn,3小时前,3,4,weibo
3330,让我看到了新疆无差别隔离和懒政 疫情就像放大镜，这次疫情让你看到了什么？ ,,cn,6小时前,3,3,weibo
3331,#新疆无差别隔离#我靠说的可以办通行证了，居然来一个12月底以后返回乌鲁木齐的人及其家属不能办？？？我回来快三个月了？？病毒存活时间这么长？？？？凭啥啊 ,,cn,8小时前,3,3,weibo
3332,宋罡超话VocalForce力量之声超话 2020年，本应当有一个意义非凡开始，可谁竟想，那原本似乎离我们遥远的事情却发生在了我们每一个人身边——新冠疫情爆发。《逆行的人》是我为逆流而上的医务人员而创造的作品。当为了防疫你我隔离在家的时候，有这样一群人，面对疫情，义无反顾的向着“战场” ...全文,,cn,2小时前,3,4,weibo
3333,#idoltube##程枫大唐女法医# 查案归来 就算不罚你 也该自行隔离！！ 程枫的微博视频 ,,cn,2小时前,3,4,weibo
3334,#贵州援鄂机器人#【厉害啦！碧桂园煲仔饭机器人援鄂，为贵州医疗队服务】#勇抗新型肺炎贵州在行动#近日，碧桂园向武汉捐赠首台煲仔饭机器人，累计为湖北省资学院隔离点生产近1000份煲仔饭。碧桂园第二台煲仔饭机器人，连同10000份煲仔饭原料食材和包装材料第一时间驰援鄂州。该煲仔饭机器人可24小时不 ...全文,,cn,5小时前,3,3,weibo
3335,#新疆无差别隔离#Fine ,,cn,8小时前,3,3,weibo
3336,【#隔离病房一场特殊春游#】长江大桥、黄鹤楼、武汉大学……3月2日，在@武汉科技大学 附属天佑医院隔离十区，一场特殊的“春游”悄然而至。在护士长何芳的带领下，科室护士们在厚重的防护服上画下了许多武汉的美景。家住武昌的谭婆婆擦着眼泪说：“在武汉呆了六十多年，小姑娘们身上画的地方我都去过， ...全文,,cn,3小时前,3,4,weibo
3337,#新疆无差别隔离#来兄弟们，已经出门的举举手🙋🏻♂️！我看看有多少和我一样还被困在家里的！ 乌鲁木齐 ,,cn,4小时前,3,3,weibo
3338,#新疆一级应急响应调整为二级##新疆无差别隔离##非防控重点地区只抓防控是懒政# 十年后的某一天，阿卜杜·怡正在家里的锅头上打馕，突然来了个电话，说全球最后一个新冠状病毒患者出院了，新疆终于可以出门了，阿卜杜·怡泪眼婆娑的背了二十个馕，带着妈妈炒的牛肉干，骑着骆驼，踏上了回厦门的路 ,,cn,昨天 01:31,3,3,weibo
3339,肖战超话#肖战斗罗大陆##肖战 爱不会被隔离# 单纯的姐妹们可以看一下，批皮黑就是这种类型的，警惕一下，警惕识别，见到及时卡毕竟现在只要说句我是肖战粉，然后开始造谣，管你是人是鬼别人就都信了 ,,cn,9小时前,3,3,weibo
3340,#新疆无差别隔离##新疆一级应急响应调整为二级##新疆无差别隔离##非防控重点地区只抓防控是懒政# 十年后的某一天，高亚茹正在家里的锅头上打馕，突然来了个电话，说全球最后一个新冠状病毒患者出院了，新疆终于可以出门了，高亚茹泪眼婆娑的背了二十个馕，带着妈妈炒的牛肉干，骑着骆驼，踏上了回内地 ...全文,,cn,15小时前,3,3,weibo
3341,【杭州社区网格员张杰：30户隔离家庭中有29户家庭解除隔离，感觉胜利在望】今天下午3点，浙江省举行新冠肺炎疫情防控工作新闻发布会（第三十二场）。杭州市西湖区三墩镇西苑社区网格员张杰：我负责的网格有319户，1200余人，到目前为止，总共点对点联系30户隔离家庭，其中已经有29户家庭，经过医生上门 ...全文,,cn,4小时前,3,3,weibo
3342,为什么隔离1，留给我不好吗？ ,,cn,2小时前,3,4,weibo
3343,我好爱湖北省新疆市我们一定要坚持到最后一位病人出院过了隔离期再出门哦#新疆解封# ,,cn,9小时前,3,3,weibo
3344,为什么我的标准隔离餐看起来更丰盛？因为我知道怎么朝三暮四，然后加热…… 武汉 ,,cn,1小时前,3,4,weibo
3345,#医疗队画哆啦A梦送别7岁儿童#【7岁儿童解除隔离 山西支援湖北医疗队画“哆啦A梦”送别】2日，在湖北省天门市中医院(陆羽院区)留观病区，一名7岁男童解除留观出院。为了给他送行，当天，山西支援湖北天门组医疗队员、晋城市人民医院护士李英和同事们提前到达医院，在防护服背后画“哆啦A ...全文,,cn,8小时前,3,3,weibo
3346,#每日疫情直击# #疫期最感动的一张图#【新生】 2月26日，在武汉协和医院西院产科隔离病房，患有新冠肺炎的产妇顺利产下了一名未受感染的新生儿。摄影：新京报记者 陶冉 ,,cn,6小时前,3,3,weibo
3347,新疆是我家 但我要离开她#非防控重点地区只抓防控是懒政##新疆无差别隔离# ,,cn,8小时前,3,3,weibo
3348,回顾一下我们的路，我们是1月20日左右开始进入严格管控，直到2月底才进入平台期，前后40天。同理，其他国家是从2月28日左右才开始心不甘情不愿的大规模管控，嘴里还骂骂咧咧。那至少也得40天。不管他们用什么办法去自圆其说，40天是避免不了的。而现在的他们，才刚刚踏入“黑暗期”，刚刚踏入 ...全文,,cn,1小时前,3,4,weibo
3349,#疫情防控 甘肃在行动# 【甘肃#兰州# ，一封来自兰大一院新冠肺炎ICU患者的感谢信】3月2日，兰州大学第一医院收到了一封新冠肺炎ICU患者家属送来的感谢信和3面锦旗。在新冠肺炎ICU和隔离病房医护人员的精心救治和护理下，患者陈先生从病情危重进入新冠肺炎ICU救治，到症状患者转入普通隔离病房，现已治 ...全文,,cn,10小时前,3,3,weibo
3350,传染病的发生是很混沌的，很难预测。各国情况不同，况且人们现在对新冠病毒肺炎的了解也还很初级，所以有的国家不停工，不隔离，不检测，不戴口罩，将来结局未必就差。 ,,cn,6小时前,3,3,weibo
3351,【吉林#延边境外重点疫区来返人员集中隔离14天#】记者3月4日从吉林省延边朝鲜族自治州举行的新闻发布会获悉：为应对疫情再次输入的风险，从3月3日起，对所有从境内外重点疫区来（返）延人员全面启动集中隔离机制，除发热人员转送定点医疗机构外，其他人员以县（市）为单位、集中隔离观察14天，产生的费 ...全文,,cn,3小时前,3,4,weibo
3352,【可爱90后护士在防护服上画漫画】92年出生的吴思容是中南大学湘雅医院第三批援鄂医疗队队员，也是武汉协和医院湘雅病房的“抗疫漫画师”。在轮休的时候，她根据大家的性格，在队友们的隔离防护服背后画上漫画，给大家加油鼓劲，也让隔离衣提升辨识度。网友：那批喜欢画校服的学生长大了 ,,cn,1小时前,3,4,weibo
3353,#咬春# 早上的烙饼，卷了今春第一次香椿炒鸡蛋🍃～#回城自主隔離day11   1:1 滚水和面的配方，就可以烙出软软香香的薄饼来。✌️ ,,cn,1小时前,3,4,weibo
3354,【远望6号船：一手抓防疫，一手抓任务】日前，在太平洋某海域执行惯导精度鉴定和海上综合校飞的远望6号船，开展了一次海上新冠肺炎疫情应急处置演练。演练假想该船发现1例新冠肺炎疑似患者，船门诊部在第一时间报告船内疫情防控领导小组，并迅速召集海上医疗队将病人收治于隔离病房，果断进行各项诊 ...全文,,cn,2小时前,3,4,weibo
3355,#伊朗新增新冠肺炎病例835例#伊朗今天和韩国一样，单日新增都突破了800+。伊朗守不住，中东其他国家可能一个接一个成为“下一个”。此外，从伊朗回来的中国籍求学人员目前已经开始隔离。今天晚上飞机将抵达德黑兰，接那的学生回兰州。 #中国包机今晚将抵伊朗接滞留疫区华人回国# ,,cn,昨天 19:03,3,3,weibo
3356,【酒精洗澡、晒紫外线……#人民币也被隔离消毒#】现金在流通过程中，要经过杂乱的环境和人群，会附带很多细菌，疫情期间使用现金安全吗？从银行取的钱会携带病毒吗？3日，记者在山西太原探访人民币消毒流程：银行工作人员会把从客户处收到的现金用酒精消毒后单独存放，再进行紫外线杀菌，随后将这部分 ...全文,,cn,10小时前,3,3,weibo
3357,真的太沒天理了！『某地多部门携牛奶、现金慰问刑满释放隔离人员。服刑有功吗？』某地多部门携牛奶、现金慰问刑满释放隔离人员。服刑有功吗？ ,,cn,5小时前,3,3,weibo
3358,【足足晚20天 #为延长休假男子谎报湖北父母返乡时间#】广东广州，金沙街某小区业主赵某2月14日前往居委，声称其湖北籍父母于2月8日从湖北回广州，要求开具居家隔离通知书。经警方调查取证，却发现赵某父母实际返穗时间是1月24日。赵某谎报日期是为达到延长休假目的。经查实，赵某一家一直居家隔离，未 ...全文,,cn,4小时前,3,3,weibo
3359,晚餐是咖喱牛腩饭！大概是人生中第一次尝试做这种肉类的食物…居然！！！！超级好吃！！！！隔离是激发了我的厨艺潜能吗！！ ,,cn,1小时前,3,4,weibo
3360,#湖北什么时候解封# “隔离病毒，不隔离爱”     - 2020冷笑话 🙃 咸宁·嘉鱼县 ,,cn,14小时前,3,3,weibo
3361,WiikFamily call out session round 2回国了就是一顿隔离，怀念一下下蓝天白云绿树油腻男子街头have fun！叶正超话Locking超话 分享动态：WKF cloud session rd2（@网易云音乐）  查看图片,,cn,20小时前,3,3,weibo
3362,自行隔离消失的这些天，汇报下我都做了啥？图一：体重减到了毕业后的最低值！如果感兴趣，回头跟你们分享我是咋做到的图二：托尼老师们没上班，我已经可以扎揪揪了图三：长期寄养的跳跳染上了皮肤病，我做他的托尼老师，修个寸头上药治疗。他好像不太满意 ,,cn,1小时前,3,4,weibo
3363,东方阿保喊话宝家军，你可以来武汉找我，线上线下都玩得起（上武汉找你干啥？隔离去啊）保哥昨晚直播时称黑我的无非宝军家那几个人，随便！线上线下都行，那个宝军家人，你可以来找我，来武汉找我都行，没毛病，怎么都能陪你玩得起 KS岩少的微博视频 ,,cn,4小时前,3,3,weibo
3364,【封城最后一刻！女子连夜出城辗转四千公里回广东】在东莞工作的刘女士大年廿九回湖北仙桃探亲，除夕夜仙桃即将封城，得知消息后她连夜出城。她和表姐一家驱车20个小时到达兰州，再乘飞机回广州，她说一路上做好了防护，虽然辗转近四千公里才回到了东莞，但能出来尽早隔离后返岗，都是值得的。 ...全文,,cn,8小时前,3,3,weibo
3365,#宅居期你在读什么书#【在唐诗宋词里走过宅家的时光】突如其来的这场新冠肺炎疫情让我们把脚步禁锢，从大年初一到现在足未出户，思绪从最初两天的无所适从中走出来，想想不能在无聊中虚度光阴，越是无所事事心里越是滋生焦虑。我决定捧起书籍，让自己的心灵走进书香的世界。惟愿我从唐诗宋词里走出时， ...全文,,cn,2小时前,3,4,weibo
3366,午夜进隔离病房，处理一个临床问题，现在才出舱。据说这个皱纹是今年的style . ,,cn,5小时前,3,3,weibo
3367,【今天是杭州双浦镇湖埠村隔离最后一天，志愿者冯亚运最高兴的是村里多了一个6斤半的俊俏“小伙子”】今天是双浦镇湖埠村隔离生活满14天的日子，明天村民就可以出家门了。村民冯亚运报名了防疫志愿者，一直在关注村里的一户孕妇，3月2日下午，孕妇要生了，大家迅速行动起来，落实医院和床位，并安排救 ...全文,,cn,2小时前,3,4,weibo
3368,小奇专访 X 陈数超话@陈数 谈在《完美关系》中扮演的角色收到大家的好评非常惊喜，表示这种观众的鼓励对于她的坚持是一个很好的回馈。同时也谈到疫情期间自己正老实实在家自我隔离中，因为很多的亲人也在武汉生活，对他们很挂念。完整版戳>> 《完美关系》陈数还原斯黛拉砸车幕后 牵挂身在湖北父母 ,,cn,3小时前,3,4,weibo
3369,把评论复制过来…我真的好怕普通大众听不到我们的发声，就像一个隔离罩……里面共鸣得整个世界都在震，而外界丝毫看不见，然后指着主流媒体发出来的东西，说，咦---你看这些歪门的三教九流，乌烟瘴气，然后对自己的孩子说，你以后可少接触这些东西(我很悲观…因为现实中好多… ,,cn,2小时前,3,4,weibo
3370,起床时刷到一篇关于新疆封闭小区无差别隔离的微博，等想起来要转的时候已经彻底不见了。感觉很多事情在网上说出来多少还会有点反响，而那边就像另一个世界…… ,,cn,8小时前,3,3,weibo
3371,【全省最小确诊宝宝被独自送到浙大儿院，家里人多个被感染】今天，浙大儿院隔离病房护士长黄国兰讲述了全省最小确诊宝宝的故事：小晶晶三个多月大，是在当地确诊的。1月30日的凌晨，因她家里有多个人感染，是一个人坐着120送到我们医院来的。来的时候发着低烧，不哭不闹，很乖很乖，我们看了都很难过。 ...全文,,cn,2小时前,3,4,weibo
3372,武汉人都可以出来买菜了，我现在觉得恐怕是新疆省武汉市华南海鲜市场旁 新疆小区？#新疆# 新疆无差别隔离 ,,cn,7小时前,3,3,weibo
3373,陈秀丽超话#陈秀丽##秀丽美食# 这次疫情尽量减少出门用餐大部分时间是家里煮我发现大马很多餐厅是露天设计没有空调冷气全开放风扇安排的座位也是隔离很远空气流通 一点也不热 马来西亚·吉隆坡 ,,cn,5小时前,3,3,weibo
3374,这几天看到很多国家在犯我们犯过的蠢，唉，赶紧输出指导手册吧。人类命运共同体，我遭灾的时候，别国帮助我们，也是在帮他自己的经济和国民健康。我们这边在好转，他国逐渐严重起来，我们也要赶紧伸出援手，这也是帮助我们自己，地球村各国挨着隔离，中国作为商品输出大国也不好过啊。 ,,cn,7小时前,3,3,weibo
3375,#钻石公主号# 派到船上的日本灾害派遣精神医疗小组（DPAT）在开记者会，透露了船上乘客隔离期间的精神状况：这么长时间的船上隔离，有的乘客说“不想活了”，“想跳船”，有的老年夫妇，一方下船，另一方留在船上，很多人精神不稳定，不安抑郁。 ,,cn,7小时前,3,3,weibo
3376,227历史时刻超话现实家园被新冠病毒搞隔离了。精神家园被肖战粉丝搞隔离了。 ,,cn,2小时前,3,4,weibo
3377,【海关移交上海4名核酸检测阳性旅客 市卫健委：已集中隔离】3月4日的上海新闻发布会上，市卫健委表示，我们已经关注到有关海关移交上海4名核酸检测阳性旅客的信息。对于新冠肺炎病例的确诊，按照国家卫健委发布的诊疗方案，要根据临床表现、流行病学史、实验室检测和影像学检查等，进行综合评判。昨天 ...全文,,cn,3小时前,3,4,weibo
3378,回来已经自觉在家隔离4天了今天得到允许才把箱子搬进家门妈妈过于严格了🙊🙊 （你萌还有要减肥瘦身的不 一起打卡） ,,cn,6小时前,3,3,weibo
3379,焉栩嘉超话 💫#焉栩嘉初恋校草# 【黑板报数据周报第二十二期】2020224-20200301（数据截止时间20200301晚12点）焉小嘉同学十四天回京隔离期结束，不知道之后会给猫猫带来什么惊喜呢1️⃣网络指数：百指保持队内第2、微信指数保持队内第3- 🆘🆘重要：新浪词条机制改变，需 ...全文,,cn,5小时前,3,3,weibo
3380,#韩国疫情# 【粉丝投稿】韩国翰林大学给留学生提供的隔离餐“我是翰林大学的留学生～很感谢这次我们学校对留学生的帮助！我觉得很人性化啦，各种物资都给我们备得很齐，连女生的生理期都考虑到了！还帮我们搬行李，真的超级nice！”#海外抗疫日记# ,,cn,2小时前,3,4,weibo
3381,【#台湾女子隔离期坐公交司机报警# 乘客匆忙逃下车】3月3日，台湾女子隔离期间坐公交车外出，自称刚从内地返回吓坏乘客。有乘客向司机说明情况后，司机立即停车并报警，车上众人随后纷纷惊慌逃下车。警察与卫生局工作人员赶到现场了解情况后，将该名女子送回家，并对公交车以及车站进行清洁消毒。 ...全文,,cn,9小时前,3,3,weibo
3382,你在家里隔离复工，他们在山林品茶撸狗。据说这两天，全国上百位民宿老板扎堆开直播“拉仇恨”。不过，这些民宿老板们的日子并没有看起来的惬意。原来疫情期间，民宿行业损失了九成订单，海南等地的民宿甚至损失了全年一半的收入。他们迎难而上，希望能早日盼来出暖花开吧！ ,,cn,6小时前,3,3,weibo
3383,"疑似引起的躁动一大早，就听到楼上中年妇女发疯般大声嘶吼:你要不要点脸啊，你都知道是“疑似”了，“疑似""了，你不知道接下来是什么吗?你在这里发呆有什么用?瞬间心里想日了狗了，我有没有感染啊，要不要隔离啊，小区是不是要封啊，邻居们纷纷趴在窗边寻找声音的来源，更有人找到楼下保安要报警 ...全文",,cn,4小时前,3,3,weibo
3384,3月4日数据分析简报。今天湖北，武汉以外仅新增1例。 而武汉新增115例，连续三天在120以下，预计即将进入两位数。疑似的增长情况也类似：武汉以外仅新增9例，武汉43例。湖北以外新增4例（北京3，宁夏1），但是本土病例只有2例：北京丰台1例（早先已因密切接触被隔离），宁夏永宁县1例疑似转确诊， ...全文,,cn,6小时前,3,3,weibo
3385,【#黑龙江一辅警抗疫返程路上牺牲# 生前最大愿望是当警察】3月1日，黑龙江省七台河市宏伟派出所的辅警周明广和于佳昕，完成执勤卡点防疫任务驾车返程时发生交通事故，周明广抢救无效牺牲，于佳昕仍在昏迷。派出所所长周广鹤称，事发路段有冰，导致车辆失控撞上隔离带。#聚焦新冠肺炎疫情#  ...全文,,cn,4小时前,3,3,weibo
3386,#新型冠状病毒·感染肺炎# 【解除隔离首日，开屏新闻记者探访昆明尚领明珠小区1栋】3月4日0时，封闭14天的昆明尚领明珠小区1栋正式解封。早上9:20，一位住户牵着宠物狗走出单元门后，用手机环顾四周拍照，他身旁的工作人员正在收拾整理帐篷等防疫物资。据了解，该楼栋居民中有三位孕妇，其中一位预产期 ...全文,,cn,4小时前,3,3,weibo
3387,#湖北什么时候解封#洋人来隔离十四天就完事儿了，湖北人隔离了四十多天还要更严控。然后告诉你我们一视同仁。我......算了，不说了。 ,,cn,5小时前,3,3,weibo
3388,#韩国疫情# 【粉丝投稿】韩国檀国大学为留学生提供的隔离餐和生活用品“老师们每天尽最大努力换花样，甚至做了调查问卷，早上送了大家都想吃的泡面紫菜包饭 ，下午有小零食，有同学自费买来的冰红茶，口罩、水果、免洗手液发给隔离的中国留学生和今天各个学生老师为大邱应援的标语”#海外抗疫日记# ,,cn,2小时前,3,4,weibo
3389,疾控中心的人给我打电话问我、你为什么被隔离？我说你不知道吗？他说我不知道。我问他、为什么通知了三家人要隔离、最后只有我们一家被隔离了？是因为我们家人好说话配合你们工作？他答不上来、让我自己想开点。、#非防控重点地区只抓防控是懒政##新疆解封# ,,cn,8小时前,3,3,weibo
3390,#疫情当前警察不退# 【战“疫”日记】请战书上，一笔笔急切的横撇竖捺，写满了不计报酬无论生死的决心：“让我去”！防护服里，包裹着看不见的眼神，看不见的心情，看不见的疲惫，却留下了一个个坚毅奋战的背影。二月，滨城的风仍然带着一丝冰凉，在大连市冠状病毒感染的肺炎疫情隔离点，一群身穿警服 ...全文,,cn,2小时前,3,4,weibo
3391,#哈尔滨爆料#【哈尔滨某小区居民宾馆内隔离期结束后现场一片狼藉！】3月3日，网曝称哈尔滨宝宇天邑澜山个别居民，因疫情宾馆隔离观察到期后离开，其中一房间内一片狼藉脏乱不堪！网友吐槽：难道你自己家也是这么嚯嚯的么？对此你想说___？（via：@沸点视频 ）沸点视频的秒拍视频 ,,cn,2小时前,3,4,weibo
3392,从湖北回香港的包机到了，各大媒体直播中。乘客109人抵港，有一人发烧无登机。最近从内地坐飞机回香港，需要隔离14天，单单在机场排队至少1-2个小时用来听卫生局人员的讲解隔离的各种政策以及相关资讯。  香港自由行加加的微博视频 ,,cn,2小时前,3,4,weibo
3393,【暖心！武汉隔离病房：#年逾8旬患者吃上一碗热腾腾的家乡米线#】年逾8旬的患者潘奶奶1972年从昆明到武汉定居，已经七八年没有回过昆明。老人接受治疗时和医护人员说，她想念云南老家了，想吃过桥米线和茴饼。3月3日，云南省第五批援助湖北省医疗队的队员想办法给老人送来了一碗热腾腾的米线。（云南广 ...全文,,cn,3小时前,3,4,weibo
3394,【#美国纽约州首例确诊患者没去医院#，州长：80%的人都能自愈，不需要去医院】#周刊君与你共同战疫# 1日，美国纽约州确诊首例新冠肺炎患者，但这名39岁的女性医护工作者没有前往医院治疗，而是在家中隔离。2日，纽约州长在发布会上解释称：“她的症状很轻，根本没去医院。”他还称：“她不需要去医院， ...全文,,cn,5小时前,3,3,weibo
3395, 【济南瘦脸针投稿】         做完两个月了，效果已经很稳定了，脸上的黑色素淡了不少，稍微涂点隔离就看不见了，现在每次出门化妆的时间节省了很多，从此以后再也迟到了，        哈哈哈，还有就是面部轮廓立体之后都不用修容了，效果简直太棒了！#瘦脸针# ,,cn,4小时前,3,3,weibo
3396,【“背”感温暖！湘雅医院援鄂医疗队员白衣战袍上的漫画】“虽然隔离衣挡住了大家的容颜，但是我希望让队友们转过身来可以‘背’感温暖。”中南大学湘雅医院第三批援鄂医疗队队员、90后护士吴思容在轮休时，根据大家的性格，在队友们的隔离防护服后背画上手绘作品，给大家加油鼓劲。据悉，中南大学湘雅 ...全文,,cn,8小时前,3,3,weibo
3397,【迟到23天的拥抱 浙江隔空拥抱的医生夫妻相聚了】浙江三门“隔空拥抱”夫妻曾感动无数网友。3月2日，奋战抗疫一线的楼一峰结束隔离病房工作出舱，丈夫陈强来接她，夫妻俩终于相聚，补上迟到23天的拥抱。目前，三门县人民医院首批8名医护人员结束隔离病房工作回家。一手video的秒拍视频 ,,cn,4小时前,3,3,weibo
3398,#万众一心抗击疫情##疫情##隔离病毒但不隔离爱# 保护好自己，热爱这个世界2020不必倒退，平安向前[加油] 匠星娱乐-慕星远的微博视频 ,,cn,2小时前,3,4,weibo
3399,我！出！院！了！激动哭了接下来就是居家隔离21天#罗云熙月上重火# lyx #罗云熙半是蜜糖半是伤# lyx #罗云熙皓衣行#  lyx #罗云熙遇见阳光遇见你# ,,cn,4小时前,3,3,weibo
3400,面对我要隔离这件事。我爸我妈展现出了截然不同的态度。我爸，你自己出租屋里隔离吧，回家可能影响我上班。我妈，快回家来，一个人在出租屋怎么行，村里谁谁谁儿子从外地回来也可以呆在家，我女儿也行。 ,,cn,7小时前,3,3,weibo
3401,22岁女性，潜入广州的传染病医院隔离病房偷手机，你真不怕死#女子非法潜入隔离病区偷手机##我的健康十八式##张文宏预测新冠病毒最终发展# ,,cn,4小时前,3,3,weibo
3402,【#女子隔离病房偷确诊患者手机#，核酸检测为阴性，已被隔离】4日，广州市第八人民医院通报，2日晚，一女子潜入该院隔离病区，偷走新冠肺炎患者手机1部。3日该女子被警方抓获，核酸检测结果为阴性。女子被判定为密切接触者，正在该院隔离留观。目前，暂未发现其离开医院后有与他人近距离接触的情况。 ...全文,,cn,2小时前,3,4,weibo
3403,#陕西防控新型肺炎# 【注意！从境外疫情严重国家地区来西安人员，需集中隔离14天】今天（3月4日）下午，西安市新型冠状病毒感染的肺炎疫情联防联控工作第十九场新闻发布会召开，持续向社会各界通报我市联防联控工作开展情况。我市确诊病例已连续13天0增长，说明经过前一阶段共同努力，当前疫情防控形 ...全文,,cn,2小时前,3,4,weibo
3404,【浙江最小确诊宝宝：她是一个人坐120来的】2月20日，浙江最小确诊患者菁菁（四个月大，入院时三个多月）出院，那个胖乎乎的小娃娃让人印象深刻。浙大儿院隔离病房护士长黄国兰回忆，当时菁菁的家人都确诊了，她是一个人坐着救护车来的，但到医院后很乖，睁着眼睛四处看，不哭也不闹。   ...全文,,cn,3小时前,3,4,weibo
